name,artist_1,artist_2,uri,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,cluster
Realize,Colbie Caillat,,spotify:track:5OGkKx8jP0A5KSULEc6XYZ,244107,0.693,0.594,1,-6.408,1,0.0325,0.13,0.0,0.115,0.192,123.932,0
Stuck In A Moment You Can't Get Out Of,U2,,spotify:track:1klDPm7SfsS32hl7KHV9iy,273467,0.526,0.665,4,-4.997,1,0.0243,0.407,0.000271,0.169,0.285,158.493,5
Big Yellow Taxi,Counting Crows,Vanessa Carlton,spotify:track:1oJSAzNyTUCm36zhFYMcAZ,225427,0.672,0.872,1,-4.324,1,0.0486,0.00241,0.0,0.16,0.848,88.047,2
Meet Virginia,Train,,spotify:track:4ocbH5ZJqajZIpUrqRUoue,239933,0.675,0.553,7,-7.775,1,0.0486,0.0863,7.58e-06,0.118,0.594,90.02,0
"Happy - From ""Despicable Me 2""",Pharrell Williams,,spotify:track:5b88tNINg4Q4nrRbrCXUmg,232720,0.647,0.822,5,-4.662,0,0.183,0.219,0.0,0.0908,0.962,160.019,2
Her Diamonds,Rob Thomas,,spotify:track:3LtwmK1OfN0dGs9jf3qSjn,280000,0.555,0.924,7,-4.93,1,0.0604,0.0159,0.0,0.075,0.865,87.606,2
Slide,The Goo Goo Dolls,,spotify:track:0nnwn7LWHCAu09jfuH1xTA,212067,0.395,0.843,8,-4.476,1,0.0374,0.00483,0.0,0.0404,0.481,112.423,5
Little Things,One Direction,,spotify:track:7kSLdGdXLey7pzLsWpdg1h,219640,0.707,0.222,7,-11.716,1,0.0329,0.788,0.0,0.205,0.556,110.095,3
1234,Feist,,spotify:track:2CzWeyC9zlDpIOZPUUKrBW,183667,0.71,0.484,2,-7.415,1,0.049,0.217,3.93e-06,0.0879,0.576,109.951,3
Taking Chances,Céline Dion,,spotify:track:3KIvKFYE2vsvIhOc1rq4lp,242067,0.266,0.536,2,-5.613,1,0.0357,0.0198,0.0,0.157,0.25,176.063,5
Good Life,OneRepublic,,spotify:track:6OtCIsQZ64Vs1EbzztvAv4,253307,0.634,0.69,6,-7.804,1,0.052,0.0771,0.0,0.132,0.645,94.988,2
Thunder,Imagine Dragons,,spotify:track:1zB4vmk8tFRmM9UULNzbLB,187147,0.605,0.822,0,-4.833,1,0.0438,0.00671,0.134,0.147,0.288,167.997,0
The Cave,Mumford & Sons,,spotify:track:7IxVWmdabNVhfLBV3JD0nJ,217987,0.595,0.506,4,-9.682,1,0.0388,0.0464,0.000138,0.107,0.346,141.981,0
You Found Me,The Fray,,spotify:track:4IoYz8XqqdowINzfRrFnhi,241853,0.338,0.803,8,-5.412,0,0.0413,0.0187,0.0,0.136,0.4,151.994,5
3AM,Matchbox Twenty,,spotify:track:5vYA1mW9g2Coh1HUFUSmlb,225947,0.521,0.673,8,-8.685,1,0.0284,0.00573,0.0,0.12,0.543,108.031,0
Name,The Goo Goo Dolls,,spotify:track:1G8jae4jD8mwkXdodqHsBM,270000,0.464,0.701,9,-5.943,1,0.0341,0.0691,0.00182,0.0766,0.407,73.97,5
Collide,Howie Day,,spotify:track:6dwkFmLUz6hx2CZG2EqLol,249120,0.636,0.625,11,-7.895,1,0.0277,0.222,5.35e-05,0.119,0.342,93.931,0
Home,Michael Bublé,,spotify:track:4wLZ4zPM9c4oe1VV8ejdWV,225907,0.608,0.37,7,-9.207,1,0.0306,0.844,1.87e-05,0.112,0.349,127.631,4
Too Much To Ask,Niall Horan,,spotify:track:39jXnbACjiaiTwwhsr5sY5,223044,0.443,0.533,0,-6.548,1,0.0396,0.371,0.0,0.128,0.201,77.344,5
Beautiful Day,U2,,spotify:track:1VuBmEauSZywQVtqbxNqka,246400,0.539,0.926,2,-6.495,1,0.0499,0.014,0.00136,0.36,0.454,136.279,0
Complicated,Avril Lavigne,,spotify:track:5xEM5hIgJ1jjgcEBfpkt2F,244507,0.585,0.776,5,-5.898,1,0.0459,0.0572,7.74e-06,0.3,0.427,77.987,0
Home,Daughtry,,spotify:track:2mobr1UlKjhxDTOVqng3jw,255652,0.443,0.853,6,-3.885,1,0.0361,0.00217,1.77e-06,0.198,0.338,143.986,5
Mine,Taylor Swift,,spotify:track:6LZaxlycSWrJZ4Volb25qx,230707,0.624,0.757,7,-2.94,1,0.0296,0.00265,1.87e-06,0.189,0.658,121.07,2
All I Want for Christmas Is You,Mariah Carey,,spotify:track:0bYg9bo50gSsH3LtXe2SQn,241107,0.336,0.627,7,-7.463,1,0.0384,0.164,0.0,0.0708,0.35,150.273,5
Last Christmas,Wham!,,spotify:track:0QPYn15U8IQHKcH2LDfrek,266147,0.735,0.645,11,-8.147,0,0.0273,0.277,0.0,0.458,0.881,106.753,2
Santa Tell Me,Ariana Grande,,spotify:track:1ADjWm8QNhgNV8yCNNgQ1T,204093,0.464,0.63,7,-7.337,1,0.182,0.0464,0.0,0.295,0.527,132.96,5
Rockin' Around The Christmas Tree - Single Version,Brenda Lee,,spotify:track:1XBc4r6ltXjkFJBrsttwIF,125827,0.691,0.402,8,-12.149,1,0.0599,0.703,0.0,0.463,0.844,139.752,3
It's Beginning to Look a Lot like Christmas,Michael Bublé,,spotify:track:5a1iz510sv2W9Dt1MvFd5R,206640,0.339,0.214,4,-11.714,1,0.0375,0.908,7.47e-06,0.341,0.363,94.775,4
Jingle Bell Rock,Bobby Helms,,spotify:track:2wCPMWR3y4xclijuCcLJv7,131547,0.709,0.506,2,-5.628,1,0.0377,0.844,0.0,0.062,0.682,119.345,3
It's the Most Wonderful Time of the Year,Andy Williams,,spotify:track:5hslUAKq9I9CG2bAulFkHN,151933,0.24,0.598,7,-8.435,1,0.0369,0.766,0.0,0.117,0.776,201.629,3
"Let It Snow, Let It Snow, Let It Snow",Dean Martin,,spotify:track:1prYSRBfwPvE3v8jSRZL3Q,117587,0.504,0.287,1,-11.109,1,0.0346,0.782,1.9e-06,0.218,0.707,133.928,3
Underneath the Tree,Kelly Clarkson,,spotify:track:3nAp4IvdMPPWEH9uuXFFV5,229640,0.509,0.812,8,-5.438,1,0.0537,0.0013,1.99e-05,0.214,0.689,159.876,2
Sleigh Ride,The Ronettes,,spotify:track:5ASM6Qjiav2xPe7gRkQMsQ,181267,0.529,0.772,2,-7.013,1,0.0287,0.403,2.21e-06,0.316,0.853,91.751,2
Feliz Navidad,José Feliciano,,spotify:track:7taXf5odg9xCAZERYfyOkS,182360,0.485,0.857,2,-7.059,1,0.0442,0.534,0.0,0.347,0.963,148.749,2
Christmas Without You,Ava Max,,spotify:track:1QLZKzC2pjP4ySf4ALrNhm,169245,0.654,0.596,1,-4.68,1,0.0458,0.424,0.0,0.11,0.382,118.078,3
Holly Jolly Christmas,Michael Bublé,,spotify:track:5PuKlCjfEVIXl0ZBp5ZW9g,119787,0.647,0.465,7,-8.308,1,0.0428,0.865,0.0,0.0882,0.699,151.251,3
Mistletoe,Justin Bieber,,spotify:track:32OWobmyAz8J2qA8iWekyS,182947,0.666,0.543,6,-9.188,0,0.0446,0.511,0.0,0.0911,0.881,161.947,3
Wonderful Christmastime (Edited Version) [Remastered],Paul McCartney,,spotify:track:1F8tXdM8cz9bH5PiK1SuAB,225840,0.774,0.508,11,-9.115,1,0.0335,0.288,0.0,0.069,0.773,94.72,2
Santa Baby,Kylie Minogue,,spotify:track:0cM5URUqqQTpJWonmdzF1J,202547,0.685,0.391,1,-7.183,1,0.0435,0.744,0.0,0.142,0.443,87.101,3
Do They Know It's Christmas? - 1984 Version,Band Aid,,spotify:track:1hvpDAxZPKjKztOc72sv06,222533,0.599,0.642,0,-6.936,1,0.0363,0.164,3.33e-05,0.0992,0.349,115.412,0
I Need You Christmas,Jonas Brothers,,spotify:track:0viGbbEJ9xV6qNJsTaXruz,206067,0.359,0.497,0,-6.244,1,0.0288,0.637,0.0,0.105,0.169,99.186,4
"Baby, It's Cold Outside (feat. Meghan Trainor)",Brett Eldredge,Meghan Trainor,spotify:track:5Q2P43CJra0uRAogjHyJDK,173560,0.583,0.572,1,-4.776,1,0.0366,0.738,0.0,0.266,0.684,113.998,3
Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Frank Sinatra,B. Swanson Quartet,spotify:track:7inXu0Eaeg02VsM8kHNvzM,155600,0.603,0.321,2,-11.489,1,0.0599,0.881,0.0,0.34,0.844,143.104,3
Driving Home for Christmas,Chris Rea,,spotify:track:3Z3QhZAZpqwZa1phsbQ3JZ,240213,0.497,0.661,9,-9.047,1,0.0361,0.328,0.000317,0.211,0.894,180.225,2
Amazing Grace (My Chains Are Gone),Pentatonix,,spotify:track:2eLPefNqdtcTN1pCEqlrWr,265400,0.216,0.428,4,-7.742,1,0.0362,0.0432,0.0,0.102,0.168,128.298,5
Baby It's Cold Outside (duet with Michael Bublé),Idina Menzel,Michael Bublé,spotify:track:0Ie5uiv54KgCr7P4sYDTHl,166147,0.553,0.476,0,-8.869,1,0.0649,0.647,0.0,0.281,0.558,113.401,3
The Christmas Song (Shawn Mendes & Camila Cabello),Shawn Mendes,Camila Cabello,spotify:track:0fwxmtpxpMmEMphmJbCAEx,196254,0.341,0.181,2,-12.073,0,0.0366,0.888,0.0,0.137,0.212,83.608,4
Naughty List (with Dixie D’Amelio),Liam Payne,Dixie D’Amelio,spotify:track:2Y0ktCGrGoGcQFXsGztvhi,154747,0.619,0.771,9,-2.204,1,0.0601,0.0318,0.0,0.114,0.704,81.966,2
Christmas (Baby Please Come Home),Mariah Carey,,spotify:track:3PIDciSFdrQxSQSihim3hN,153240,0.561,0.782,3,-7.444,1,0.0317,0.022,0.0,0.109,0.704,127.148,2
Christmas Tree Farm,Taylor Swift,,spotify:track:2mvabkN1i2gLnGAPUVdwek,228027,0.598,0.68,7,-4.505,1,0.0331,0.06,0.0,0.324,0.437,134.002,0
Cozy Little Christmas,Katy Perry,,spotify:track:02FaKXXL7KUtRc7K0k54tL,182521,0.774,0.608,7,-6.264,1,0.128,0.128,0.0,0.0895,0.56,137.494,0
Under The Mistletoe,Kelly Clarkson,Brett Eldredge,spotify:track:2K4XbdyLxi9jhqVQeyUKRK,225688,0.437,0.802,2,-5.063,1,0.111,0.0168,0.0,0.086,0.704,178.137,2
Like It's Christmas,Jonas Brothers,,spotify:track:1OjmlSFuzYflWjSMTCyTJv,200880,0.725,0.571,1,-6.007,1,0.102,0.0183,0.0,0.0519,0.61,146.035,2
The Lighthouse Keeper,Sam Smith,,spotify:track:2WUVQQAsWvScEdBVilRYaR,247493,0.394,0.17,0,-10.368,1,0.0451,0.889,0.0,0.105,0.315,130.721,4
Santa Baby,Ariana Grande,Liz Gillies,spotify:track:6YJdPrH3i2POzu7hdHIRrb,170933,0.748,0.778,0,-5.752,1,0.137,0.0501,0.0,0.284,0.777,95.989,2
My Kind Of Present,Meghan Trainor,,spotify:track:2rkb8ijsPapKDMEh0cSe8I,161013,0.485,0.444,1,-6.232,1,0.195,0.373,2.5e-06,0.0969,0.777,179.967,3
Oh Santa! (feat. Ariana Grande & Jennifer Hudson),Mariah Carey,Ariana Grande,spotify:track:1Ri9P0ZPrqr6h0REDRdJBd,200467,0.648,0.938,1,-3.298,1,0.115,0.0339,1.28e-06,0.0564,0.849,78.496,2
"Oh Holy Night - Recorded at Metropolis Studios, London",Nina Nesbitt,,spotify:track:0yS8P7DFNEBYQ5yHadM5z0,227887,0.324,0.197,8,-10.191,1,0.0337,0.801,0.0,0.115,0.338,178.893,4
Take Me Home For Christmas,Dan + Shay,,spotify:track:72HP2M4jjw4t0AIGdEVGEF,203880,0.694,0.769,6,-4.665,1,0.0325,0.163,0.0,0.0976,0.663,93.033,2
Last Christmas,James TW,,spotify:track:4hrQGaFalrGJfcsILMxjuc,218267,0.54,0.235,9,-9.676,1,0.0458,0.905,0.0,0.15,0.415,119.766,4
You Make It Feel Like Christmas (feat. Blake Shelton),Gwen Stefani,Blake Shelton,spotify:track:6C81GGUCNbEmR8gMIi0CpH,156773,0.515,0.876,0,-4.286,1,0.0603,0.0123,0.0,0.124,0.917,185.967,2
Bring Me Love,John Legend,,spotify:track:5MknXpAUgINT11lxoobaJK,199547,0.505,0.86,2,-6.276,1,0.425,0.198,0.0,0.125,0.576,191.535,0
All I Want (For Christmas),Liam Payne,,spotify:track:7lbto9KYTHq5V1PetjIMOF,181144,0.581,0.257,7,-10.079,0,0.0355,0.811,0.0,0.514,0.297,140.007,4
"Holidays (feat. Earth, Wind & Fire)",Meghan Trainor,"Earth, Wind & Fire",spotify:track:0Yeh2VJCsxSgbftSGTiUbN,165333,0.7,0.884,2,-3.988,0,0.177,0.00841,0.0,0.101,0.852,131.977,2
Winter Wonderland,Hannah Kerr,,spotify:track:7dvkUNutBgT1tw41tpvpUh,157600,0.676,0.412,8,-7.97,1,0.0347,0.796,0.0,0.139,0.47,124.891,3
Make It To Christmas,Alessia Cara,,spotify:track:6RS6rcjnWrdfVuu2U2W2dj,211013,0.522,0.522,2,-7.87,1,0.0383,0.13,0.0,0.438,0.305,77.072,5
Let It Snow (with Babyface),Tori Kelly,Babyface,spotify:track:3BhlC2eX8obANfmLEwo1ia,118395,0.414,0.664,1,-5.664,1,0.0415,0.227,0.0,0.271,0.526,137.095,5
Frosty The Snowman,Ella Fitzgerald,,spotify:track:6MPpnJDLk37GEIM0iGGITd,133773,0.57,0.51,8,-8.148,1,0.057,0.763,0.0,0.285,0.841,76.919,3
Have Yourself A Merry Little Christmas,Sam Smith,,spotify:track:7Hz6LLOVxrojLPIHJJ1S0E,170964,0.426,0.177,5,-9.429,1,0.0436,0.954,0.0,0.317,0.317,133.483,4
I Saw Mommy Kissing Santa Claus,The Jackson 5,,spotify:track:15sxLiiChE5dCW3Y756oas,181267,0.583,0.712,3,-8.222,1,0.0538,0.263,1.02e-06,0.817,0.614,128.897,2
Blame It On The Mistletoe,Ella Henderson,AJ Mitchell,spotify:track:110lWlsa8fJXgrrwGgg0f1,185739,0.68,0.593,5,-5.036,0,0.0281,0.0198,0.0,0.145,0.482,114.917,0
Santa Baby - Bonus,Helene Fischer,,spotify:track:0PhwkzKlhXvSbStP34MbGv,212973,0.566,0.395,3,-9.192,1,0.0338,0.725,0.0,0.111,0.556,87.03,3
Glittery - From The Kacey Musgraves Christmas Show,Kacey Musgraves,Troye Sivan,spotify:track:4dFtIGQBrYjiskk7fN5Wmx,143467,0.509,0.307,1,-9.616,0,0.0307,0.874,0.0,0.701,0.392,85.471,4
Last Christmas,Ariana Grande,,spotify:track:5xDrO9DEDJGUQGfyoHvgDJ,203653,0.504,0.8,2,-2.763,1,0.0391,0.125,0.0,0.109,0.789,205.945,2
Little Drummer Boy,for KING & COUNTRY,,spotify:track:6MtecozqUbilB5qbVARrUH,288046,0.564,0.563,2,-7.976,1,0.0259,0.00379,0.0358,0.0763,0.113,104.031,5
Grown-Up Christmas List,Jordan Smith,,spotify:track:1h9QQ7e222OSr93MRiMqGZ,211453,0.327,0.223,7,-8.975,0,0.0336,0.932,0.0,0.192,0.172,109.568,4
"White Christmas - Spotify Singles - Holiday, Recorded at Air Studios, London",George Ezra,,spotify:track:7F9oCEKbqjN99cV5HpvYER,192459,0.586,0.32,0,-12.788,1,0.0289,0.637,0.00202,0.128,0.437,115.808,3
I'll Be Home,Meghan Trainor,,spotify:track:0YupMLYOYz6lZDbN3kRt7A,219720,0.557,0.366,2,-7.744,1,0.0255,0.271,9.16e-06,0.104,0.304,84.829,5
One More Sleep,Leona Lewis,,spotify:track:78pn8k7RogKo2oxl0DyX6d,239587,0.638,0.813,11,-3.849,1,0.0362,0.464,0.0,0.344,0.754,112.986,2
Christmas (Baby Please Come Home),ROZES,,spotify:track:2FWKbF1s4s5Z8ZQkyIGNQU,161093,0.507,0.616,4,-4.746,1,0.0377,0.744,2.98e-06,0.261,0.353,65.372,4
Rudolph The Red-Nosed Reindeer,Dean Martin,,spotify:track:2L9QLAhrvtP4EYg1lY0Tnw,135760,0.478,0.201,7,-16.768,1,0.0332,0.919,0.0,0.0854,0.857,136.471,3
Silent Night,Mariah Carey,,spotify:track:1sFWEpf1aPYN576LS1aa4Y,219293,0.172,0.363,10,-11.667,1,0.0343,0.812,0.0,0.113,0.236,174.903,4
Man With The Bag,Jessie J,,spotify:track:18g50kFt5uwVeCzQbrCvAO,161973,0.622,0.688,4,-3.504,0,0.0845,0.52,0.0,0.375,0.766,140.561,3
The First Noël (with Faith Hill),Josh Groban,Faith Hill,spotify:track:1sEC3X76vXgpsgnfaXEMwR,273573,0.194,0.296,3,-10.429,1,0.0322,0.741,2.82e-05,0.0862,0.121,91.547,4
"Cuddle Up, Cozy Down Christmas",Dolly Parton,Michael Bublé,spotify:track:1deT8vP3lOVU3XFAKHsSc3,219169,0.658,0.515,1,-7.283,1,0.0368,0.678,0.0,0.154,0.652,110.089,3
It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),Perry Como,The Fontane Sisters,spotify:track:2pXpURmn6zC5ZYDMms6fwa,155933,0.724,0.276,7,-12.25,1,0.0599,0.76,0.0,0.116,0.718,112.874,3
Wrapped in Red,Kelly Clarkson,,spotify:track:2nMZx7QHerfo4Wv37xNUEC,216907,0.54,0.734,7,-4.668,1,0.0366,0.365,0.0,0.132,0.36,123.877,5
My Only Wish (This Year),Britney Spears,,spotify:track:0YWUHZPJVg4iujddsJDwhM,255400,0.669,0.843,0,-3.766,1,0.0268,0.169,0.0,0.195,0.702,147.08,2
Have Yourself a Merry Little Christmas,Natalie Taylor,,spotify:track:7uMwRRjTbAnpamA9cc842p,142356,0.603,0.231,9,-10.135,1,0.0299,0.934,4.53e-05,0.112,0.409,103.986,4
It's The Most Wonderful Time of the Year,Stevie Mackey,Jennifer Lopez,spotify:track:4i1xD9JHGoRaXcKdmjA4yj,156341,0.616,0.595,1,-4.842,1,0.0442,0.0761,0.0,0.116,0.572,112.591,0
What Christmas Means To Me,Stevie Wonder,,spotify:track:2qoZNAP3JLyIOtbsPtBjvV,147227,0.478,0.542,5,-10.135,1,0.0367,0.244,0.0,0.0839,0.821,167.486,2
Santa Claus Is Coming To Town,The Jackson 5,,spotify:track:2QpN1ZVw8eJO5f7WcvUA1k,144013,0.692,0.762,0,-4.867,1,0.0342,0.424,1.27e-05,0.181,0.961,146.673,2
Jingle Bells,Frank Sinatra,,spotify:track:4KV9bM7a1KDc7b7OakFZic,122160,0.706,0.383,8,-11.44,1,0.0342,0.758,0.0,0.0608,0.87,86.997,3
Joy To The World,Nat King Cole,,spotify:track:5jjsm4Jjq8xjDaue3rW9Go,85227,0.581,0.312,11,-12.938,1,0.0329,0.896,0.0,0.166,0.536,102.107,3
Step Into Christmas,Elton John,,spotify:track:10HDoLPz2bucGBkoNEjDHW,272333,0.54,0.928,2,-6.252,1,0.0337,0.0887,1.11e-05,0.314,0.796,140.419,2
Christmas Love,Justin Bieber,,spotify:track:3Xr6kOC4De4Lk41lF9nzTy,206787,0.632,0.515,10,-8.444,1,0.0292,0.567,0.0,0.329,0.473,99.936,3
"Merry Christmas, Happy Holidays",*NSYNC,,spotify:track:5SyQ5OhqrkJGb35V7RBoL0,252200,0.65,0.934,5,-4.209,1,0.0474,0.116,0.0,0.867,0.737,105.001,2
Jingle Bell Rock,Daryl Hall & John Oates,,spotify:track:0JoLc8rgQBJhDMolSCuRuw,123640,0.706,0.633,2,-9.715,1,0.0303,0.674,0.0,0.155,0.823,128.88,3
You and Me and Christmastime,Sheffield,,spotify:track:4y69lx0SFFZZrcbyy9sV6n,194087,0.796,0.408,4,-10.629,1,0.0532,0.28,0.0,0.12,0.391,120.084,3
It's Beginning To Look A Lot Like Christmas,Bing Crosby,,spotify:track:6yaxdh87KVj82QIYKTP1zt,168107,0.423,0.301,7,-12.301,0,0.0391,0.918,0.00263,0.234,0.553,136.791,4
It's Not Christmas 'Til You Come Home - Recorded At Spotify Studios NYC,Norah Jones,,spotify:track:5DoGwwQAlYumpSSlDNMOwY,192421,0.475,0.068,0,-20.032,1,0.0319,0.893,0.00216,0.105,0.266,95.165,4
Merry Christmas Everyone - Remastered,Shakin' Stevens,,spotify:track:23lpJkE7jJ4BVQhc3lj0VM,220160,0.541,0.909,9,-3.101,1,0.0358,0.128,0.0,0.128,0.962,203.862,2
The Christmas Song (Merry Christmas To You),Nat King Cole,,spotify:track:4PS1e8f2LvuTFgUs1Cn3ON,192160,0.319,0.21,1,-15.231,1,0.0341,0.92,8.06e-05,0.138,0.209,78.696,4
Christmas C’mon,Lindsey Stirling,Becky G,spotify:track:60fWsdGYfKDNkNitrk1DIW,229160,0.495,0.75,6,-4.573,0,0.0666,0.0976,0.0,0.0847,0.507,158.124,5
Christmas Time Is Here - Recorded at Sound Emporium Nashville,Devin Dawson,,spotify:track:1dinW5tLGDdPhxtW8vMkUn,204347,0.431,0.195,5,-13.207,1,0.0518,0.802,0.0,0.0862,0.157,80.983,4
This Christmas,Christina Aguilera,,spotify:track:32h59T8q2SonUPJ006lyXt,241507,0.575,0.744,1,-5.466,1,0.0603,0.0687,0.0,0.0723,0.701,183.79,2
Rudolph The Red-Nosed Reindeer,Helene Fischer,,spotify:track:5SBSN8IJo4kJP3umV27zaY,177520,0.311,0.421,9,-8.958,1,0.0332,0.819,0.0,0.274,0.491,132.854,4
Here Comes Santa Claus (Right Down Santa Claus Lane),Elvis Presley,,spotify:track:7n7VsX3sv66znBwA8b5uhp,115827,0.575,0.236,2,-16.982,1,0.0422,0.968,0.0178,0.105,0.829,79.576,3
It's Christmas,Jamie Cullum,,spotify:track:2zs2Ck470VmBFTwUp4NFdv,194707,0.598,0.447,8,-7.932,1,0.0404,0.224,0.0,0.0704,0.365,123.855,5
Sleigh Ride,Ella Fitzgerald,,spotify:track:79a2ejVzj2SpXkpWdfv1Co,175987,0.485,0.297,1,-12.332,1,0.0794,0.777,0.0,0.124,0.622,154.639,3
O Holy Night,Mariah Carey,,spotify:track:6Lv9ozIdb06duB01e6ZpNQ,267227,0.338,0.496,4,-7.212,1,0.0285,0.327,5.48e-06,0.161,0.188,173.98,5
Before Christmas,Andreas Weise,,spotify:track:5cXne3fQ8Q2vbSMwGjunM8,216468,0.475,0.364,7,-9.621,1,0.0334,0.812,0.0,0.2,0.538,124.614,4
Santa Claus Is Coming to Town,Michael Bublé,,spotify:track:1RMDXedcRno6rDBCbNHDJf,171093,0.594,0.389,10,-7.109,1,0.0517,0.785,0.0,0.0313,0.396,122.331,4
The Christmas Song (Chestnuts Roasting On An Open Fire),Justin Bieber,Usher,spotify:track:4Z0l8dIngsalL0QdCun5CE,215160,0.251,0.445,9,-9.564,0,0.0421,0.48,0.0,0.103,0.201,206.454,4
Santa's Coming for Us,Sia,,spotify:track:3AlpkljBS1AU7HFVPms8K6,206533,0.669,0.854,1,-4.486,1,0.0999,0.0205,0.0,0.047,0.707,93.057,2
Winter Wonderland,Tony Bennett,,spotify:track:4ricyQVd20UQde1jpXCSuJ,133867,0.452,0.366,0,-14.152,0,0.0415,0.833,0.0,0.0789,0.629,114.993,3
A Holly Jolly Christmas,Brett Eldredge,,spotify:track:1GpPsjjd4D1jsteGYpGGIN,142840,0.681,0.474,7,-8.623,0,0.0423,0.621,1.24e-06,0.137,0.7,71.957,3
Christmas Time,Backstreet Boys,,spotify:track:1eh5mDCjo7XbDNY5tYiNVU,255173,0.574,0.519,7,-10.771,1,0.0252,0.163,0.0,0.0407,0.414,144.012,5
Have Yourself a Merry Little Christmas,Christina Aguilera,,spotify:track:0iV9yfj1knFNOSEiuTHZwl,243133,0.244,0.274,8,-10.433,1,0.04,0.871,1.18e-05,0.0897,0.164,68.534,4
A Holly Jolly Christmas - Single Version,Burl Ives,,spotify:track:6XzpeMXDvLC86GvAfnUsIA,133093,0.672,0.369,0,-13.081,1,0.0301,0.589,0.0,0.0957,0.863,140.49,3
Christmas (Baby Please Come Home),Darlene Love,,spotify:track:5DHfUmmnlFJPqa9MnKe0EX,166453,0.341,0.761,8,-7.116,1,0.0507,0.39,0.000416,0.0892,0.348,126.312,5
This Christmas,Donny Hathaway,,spotify:track:38xhBO2AKrJnjdjVnhJES6,231173,0.634,0.645,5,-9.2,1,0.0376,0.292,0.0,0.246,0.677,93.05,2
I'll Be Home for Christmas,Michael Bublé,,spotify:track:0tXPhc8LvM4dPvoRwI66XQ,264827,0.282,0.101,7,-14.657,1,0.0315,0.934,5.05e-05,0.159,0.141,83.13,4
Happy Xmas (War Is Over) - Remastered 2010,John Lennon,The Harlem Community Choir,spotify:track:3zJw3rugfpVrmBeDDnUYzy,213880,0.328,0.607,2,-11.076,1,0.0315,0.318,0.0,0.765,0.395,146.537,5
Mistletoe and Wine,Cliff Richard,,spotify:track:3AgiRs3oxc2dFh0CPUHXJs,245333,0.498,0.432,9,-14.386,1,0.0345,0.688,0.0,0.136,0.365,135.015,4
Christmas Time Is Here,Brett Eldredge,,spotify:track:1moEucbMhmAK6KVPoNw6ms,210907,0.369,0.3,0,-11.994,1,0.0317,0.921,0.000718,0.168,0.24,75.745,4
Mistletoe and Holly,Frank Sinatra,,spotify:track:3jKGG4THqegu6EgxinAIYm,137138,0.582,0.151,9,-12.217,1,0.0411,0.862,0.0,0.0801,0.282,109.626,4
Do You Hear What I Hear? - Remastered 2006,Bing Crosby,,spotify:track:5aDoUmxBsbdpS16alksb5Z,165667,0.566,0.246,10,-15.499,1,0.0276,0.813,1.48e-06,0.195,0.412,101.529,4
"Baby, It's Cold Outside - Remastered",Dean Martin,,spotify:track:4uQqahi1iUP35xE2qGdKdo,143027,0.499,0.304,0,-11.541,1,0.0633,0.81,0.0,0.0546,0.521,129.301,4
Shake up Christmas,Train,,spotify:track:10JBIfvldDR2TnT5sphGc2,232213,0.492,0.828,0,-2.14,1,0.0662,0.00253,0.0,0.342,0.567,81.409,0
Happy Xmas (War Is Over),Céline Dion,,spotify:track:4M3K1gnHJnE3cIrAcKZQr3,254707,0.343,0.6,3,-5.254,1,0.0302,0.451,0.0,0.279,0.158,172.044,5
"Santa Claus Is Comin' to Town - Live at C.W. Post College, Greenvale, NY - December 1975",Bruce Springsteen,,spotify:track:35ys6iS1supcwFoxLJkFbg,267600,0.355,0.668,0,-8.444,1,0.0482,0.362,1.23e-06,0.727,0.413,139.734,5
White Christmas,Bing Crosby,Ken Darby Singers,spotify:track:4so0Wek9Ig1p6CRCHuINwW,177480,0.317,0.158,9,-16.485,1,0.0381,0.673,0.353,0.338,0.247,130.503,4
I Wish It Could Be Christmas Everyday,Wizzard,,spotify:track:1mH6tZC6iXIHPI6EixCwxw,278947,0.383,0.914,9,-6.43,1,0.0515,0.00422,1.4e-05,0.444,0.528,139.955,5
Thank God It's Christmas,Queen,,spotify:track:0QtJZpyfZF67QF32p41NXa,259227,0.573,0.475,7,-8.11,1,0.0258,0.072,0.0,0.358,0.324,107.759,5
Christmas Lights,Coldplay,,spotify:track:4fzyvSu73BhGvi96p2zwjL,242496,0.312,0.418,7,-9.146,1,0.0296,0.131,0.000679,0.0836,0.237,130.795,5
Blue Christmas,Elvis Presley,,spotify:track:3QiAAp20rPC3dcAtKtMaqQ,129173,0.465,0.27,4,-16.661,1,0.0425,0.9,0.00104,0.145,0.58,94.518,4
Please Come Home for Christmas - 2013 Remaster,Eagles,,spotify:track:3QIoEi8Enr9uHffwInGIsC,177440,0.612,0.289,9,-11.568,1,0.0421,0.599,0.00266,0.0561,0.466,183.18,3
Merry Christmas Baby,Otis Redding,,spotify:track:2dbfjsBbi3nt0a173iUumA,155560,0.71,0.291,5,-14.132,0,0.0338,0.35,0.0,0.128,0.856,101.517,3
Run Rudolph Run,Chuck Berry,,spotify:track:30WHma5z5Sty54jbtoxYEy,164573,0.679,0.622,7,-12.837,0,0.0961,0.77,1.34e-05,0.117,0.961,152.027,3
